SSC ID,Station Name,Country,Latitude,Longitude,IOC code,PTWC code,GLOSS ID,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit
SSC-cana,Cananeia,Brazil,-25.02,-47.93,,,194.0,281,726,752,2230,[details],[edit]
SSC-canav,Canavieiras,Brazil,-15.66,-38.96,,,,707,699,,,[details],[edit]
SSC-cano,Canoe Pass,Canada,50.25,-125.42,,,,,1955,,,[details],[edit]
SSC-canog,Puerto Carreno,Colombia,6.19,-67.48,,,,,,3069,,[details],[edit]
SSC-capa,Cap Aux Meules,Canada,47.38,-61.86,,,,,"1143, 2031",,,[details],[edit]
SSC-cape,"Cape Town, Granger Bay",South Africa,-33.9,18.43,,,,704,"1195, 866",,3127,[details],[edit]
SSC-capei,Cape Chelyuskin,Russia,77.72,104.28,,,,,891,,,[details],[edit]
SSC-capen,Cape Roberts Antarctica,Antarctica,-77.03,163.19,,,,,1763,2706,2705,[details],[edit]
SSC-capet,Cape Sorrell,Australia,-42.22,145.22,,,,,899,,,[details],[edit]
SSC-capew,Cape D'Or,Canada,45.3,-64.78,,,,,1288,,,[details],[edit]
SSC-capex,Cape Parry,Canada,70.15,-124.67,,,,,1282,,,[details],[edit]
SSC-capey,Cape Schmidt,Russia,68.92,179.47,,,,,890,,,[details],[edit]
SSC-capez,Cape Zhelanija,Russia,76.95,68.58,,,,,901,,,[details],[edit]
SSC-caph,Cap Haitien,Haiti,19.76,-72.19,caph,caph,,,,,,[details],[edit]
SSC-capo,Capo Passero,Italy,36.67,15.3,,,,,873,,,[details],[edit]
SSC-cara,Carabane,Senegal,12.56,-16.7,cara,,,,,,,[details],[edit]
SSC-carb,Carboneras,Spain,36.97,-1.9,carb,,,,,,,[details],[edit]
SSC-care,Carenero,Venezuela,10.53,-66.12,,,,,588,,,[details],[edit]
SSC-carl,Carrolton,United States,29.93,-90.14,,cala,,,,,,[details],[edit]
SSC-carn,Carnarvon,Australia,-24.9,113.65,,,52.0,167,"1115, 1126",,2814,[details],[edit]
SSC-cart,Cartagena,Colombia,10.4,-75.55,cart,,207.0,265,"1848, 572",925,2282,[details],[edit]
SSC-cartm,Cartagena,Spain,37.6,-0.97,carg,,,,1460,3451,3450,[details],[edit]
SSC-caru,Carupano,Venezuela,10.67,-63.25,,,,,1165,,,[details],[edit]
SSC-casa,Casablanca,Morocco,33.6,-7.6,,,,,902,,,[details],[edit]
SSC-casc,Cascais,Portugal,38.69,-9.42,casc,,246.0,209,"2201, 52",648,2274,[details],[edit]
SSC-case,Casey,Australia,-66.28,110.53,,,278.0,130,1886,647,2199,[details],[edit]
SSC-casi,Casilda,Cuba,21.75,-79.98,,,,,"2021, 587",,,[details],[edit]
SSC-cast,Castletownbere,Ireland,51.65,-9.9,cast,,330.0,835,1467,,2901,[details],[edit]
SSC-casta,Castellammare Di Stabia,Italy,40.68,14.47,,,,,1691,,,[details],[edit]
SSC-castr,Castries,Saint Lucia,14.02,-61.0,,,,,2005,,,[details],[edit]
SSC-cata,Catalina,United States,33.45,-118.48,,,,313,"1487, 1518",,,[details],[edit]
SSC-catag,San Fernando Del Valle De Catamarca,Argentina,-28.47,-65.77,,,,,,3090,,[details],[edit]
SSC-catc,Cat Cay,United States,25.55,-79.28,,,,,1560,,,[details],[edit]
SSC-cati,Caticlan Malay Aklan,Philippines,11.95,121.93,,,,,2172,,,[details],[edit]
SSC-catn,Catania,Italy,37.5,15.09,CT03,cata,,,"102, 2094",2253,2251,[details],[edit]
SSC-caul,"Caulfields, B.C.",Canada,49.32,-123.25,,,,,306,,,[details],[edit]
SSC-caye,Cayenne,France,4.85,-52.28,,,202.0,"227, 850","1768, 2012",3379,2869,[details],[edit]
SSC-cbmd,Cambridge,United States,38.57,-76.07,"cbmd, cbmd2",cbmd,,,"1295, 481",694,"2122, 2751",[details],[edit]
SSC-cbva,Chesapeake_Bay,United States,36.97,-76.11,cbva,"cbva, ccmd",,749,1635,,,[details],[edit]
SSC-ccar,Ciudad del Carmen,Mexico,18.62,-91.82,ccar,,,779,796,,,[details],[edit]
SSC-cctx,Corpus Christi,United States,27.58,-97.22,"cctx, cctx2",cctx,,"258, 770","1447, 1903, 2118","1898, 659","2143, 3108",[details],[edit]
SSC-cdtt,Cedros Bay,Trinidad and Tobago,10.09,-61.87,cdtt,cdtt,,,,,,[details],[edit]
SSC-cebu,Cebu,Philippines,10.3,123.92,,,,379,394,,,[details],[edit]
SSC-cedr,Cedros Island,Mexico,28.1,-115.18,cedr,cedr,,305,1430,,,[details],[edit]
SSC-cefe,Vitoria,Brazil,-20.31,-40.32,,,,,,3075,,[details],[edit]
SSC-ceib,La Ceiba Cabotaje Harbor,Honduras,15.79,-86.76,ceib,ceib,,,,,,[details],[edit]
SSC-cent,Centuri,France,42.97,9.35,"cent, cent2",cent,,,2207,3196,3176,[details],[edit]
SSC-cente,Centre Island,Australia,-15.7,136.9,,,,,"1175, 1176",,,[details],[edit]
SSC-ceut,Ceuta,Spain,35.9,-5.32,ceut,,249.0,207,"1316, 1416, 1485, 1517, 498","1922, 650",2213,[details],[edit]
SSC-cfag,Coronel Fontana,Argentina,-31.6,-68.23,,,,,,2487,,[details],[edit]
SSC-cfrt,Carloforte,Italy,39.14,8.31,CF06,,,,2076,,,[details],[edit]
SSC-cgal,Mobile Bay,United States,30.65,-88.06,,cgal,,,,,,[details],[edit]
SSC-chab,Chabahar Port,Iran,25.3,60.6,chab,chab,337.0,915,"1881, 2228",,2902,[details],[edit]
SSC-chac,Resistencia,Argentina,-27.42,-58.96,,,,,,3091,,[details],[edit]
SSC-cham,Champerico,Guatemala,14.3,-91.92,,,,670,1201,,,[details],[edit]
SSC-chamy,Champlain,Canada,46.43,-72.4,,,,,1005,,,[details],[edit]
SSC-char,Charleston,United States,43.35,-124.32,"char, char2","char, chsc",,575,1269,3030,3029,[details],[edit]
SSC-charf,Charlottetown,Canada,46.23,-63.12,,,,,427,,,[details],[edit]
SSC-charl,Charlestoni,United States,32.78,-79.93,,,,261,234,"1894, 2008, 651",2384,[details],[edit]
SSC-chat,Chatham,United Kingdom,51.4,0.55,,,,,1484,,,[details],[edit]
SSC-chch,Charchanga,Bangladesh,22.22,91.05,,,,138,1496,,,[details],[edit]
SSC-cheh,Chehov,Russia,47.47,142.0,,,,,748,,,[details],[edit]
SSC-chen,Chendering/Kuala Terengganu,Malaysia,5.27,103.18,,,293.0,320,1592,2640,2639,[details],[edit]
SSC-chenn,Chennai,India,13.1,80.3,chenn,chen,34.0,,205,2069,2440,[details],[edit]
SSC-cher,Cherbourg,France,49.65,-1.63,"cher, cher2",cher,,,467,"3182, 3183, 3535",1748,[details],[edit]
SSC-chet,Chetyrehstolbovoi,Russia,70.63,162.48,,,,,650,,,[details],[edit]
SSC-chia,Puerto Chiapas,Mexico,14.7,-92.41,"chia, made","chia, made",,318,1655,,,[details],[edit]
SSC-chij,Chichijima,Japan,27.08,142.18,chij,chij,103.0,47,1391,"2413, 808",2137,[details],[edit]
SSC-chim,Chimbote,Peru,-9.08,-78.63,,,,,771,,,[details],[edit]
SSC-chimh,"Chi Ma Wan, Lantau Island",Hong Kong,22.23,114.0,,,,,987,,,[details],[edit]
SSC-chin,Chinhae,South Korea,35.15,128.65,,,,,970,,,[details],[edit]
SSC-chit,Chatham Island,New Zealand,-44.02,-176.37,chit,chit,,,,3560,,[details],[edit]
SSC-chiz,Chize,France,46.13,-0.41,,,,,,929,,[details],[edit]
SSC-chlt,Chetumal,Mexico,18.48,-88.3,,,,,,3001,3000,[details],[edit]
SSC-chnr,Chañaral,Chile,-26.35,-70.63,"chnr, chnr2",chnr,,,,,,[details],[edit]
SSC-chos,Choshi,Japan,35.73,140.87,,,,,"1188, 1363, 1544, 879",,,[details],[edit]
SSC-chpi,Cachoeira Paulista,Brazil,-22.69,-44.99,,,,,,653,,[details],[edit]
SSC-chri,Christianso,Denmark,55.32,15.18,,,,,1409,,,[details],[edit]
SSC-chrl,Charlotteville,Trinidad and Tobago,11.32,-60.55,chrl,chrl,,,2007,,,[details],[edit]
SSC-chrp,Cherry Point,United States,48.86,-122.76,"chrp, chrp2",chrp,,,1633,,,[details],[edit]
SSC-chrs,Christmas Island,Australia,-10.43,105.67,chrs,chrs,47.0,170,1010,2929,2811,[details],[edit]
SSC-chtt,Chittagong,Bangladesh,22.33,91.83,chtt,chtt,36.0,124,"1573, 2196, 416, 750, 975, 991",3599,2804,[details],[edit]
SSC-chuj,Chujado,South Korea,33.96,126.3,,,,,1588,,,[details],[edit]
SSC-chum,Chumysh,Kazakhstan,43.0,74.75,,,,,,2414,,[details],[edit]
SSC-chur,Churchill,Canada,58.78,-94.2,,,,274,447,654,2244,[details],[edit]
SSC-chuu,Chuuk Atoll,Micronesia,7.45,151.85,,,116.0,54,528,2626,2625,[details],[edit]
SSC-cibo,Ciboure,France,43.39,-1.66,,,,,,,3497,[details],[edit]
SSC-cila,Cilacap,Indonesia,-7.75,109.0,"cila, cili","cila, cili",291.0,162,"1602, 2199, 272",3413,"2892, 3586",[details],[edit]
SSC-cire,Cirebon,Indonesia,-6.72,108.57,,,,,282,,,[details],[edit]
SSC-ciud,Ciudad Trujillo,Dominican Republic,18.45,-69.88,,,,,591,,,[details],[edit]
SSC-ciuda,Ciudad Madero,Mexico,22.25,-97.8,,,,277,"1020, 698",2052,"2281, 2762",[details],[edit]
SSC-civi,Civitavecchia,Italy,42.09,11.79,CI20,,,,"106, 2091",2256,2255,[details],[edit]
SSC-ckfl,Cedar Key,United States,29.14,-83.03,,ckfl,,,"199, 428",,,[details],[edit]
SSC-clip,Clipperton Island,France,10.28,-109.22,,,165.0,391,"1697, 1992",,2853,[details],[edit]
SSC-clri,Conimicut light,United States,41.72,-71.34,,clri,,,,,,[details],[edit]
SSC-clst,Celestun,Mexico,20.86,-90.41,clst,clst,,861,2180,,,[details],[edit]
SSC-cltc,Clute Coop,United States,29.01,-95.4,,,,,,3519,,[details],[edit]
SSC-cmet,Caleta Meteoro,Chile,-52.97,-74.07,"cmet, cmet3",cmet,,,,,,[details],[edit]
SSC-cmnj,Cape May,United States,38.97,-74.96,"cmnj, cmnj2",cmnj,,746,1153,,,[details],[edit]
SSC-coat,Coatzacoalcos,Mexico,18.15,-94.42,,,,,692,,,[details],[edit]
SSC-cocb,Cocos Island,Australia,-12.12,96.89,cocb,cocb,46.0,171,"1052, 1666, 983",656,2218,[details],[edit]
SSC-coch,Cochin,India,9.97,76.27,coch,coch,32.0,174,438,2067,2438,[details],[edit]
SSC-cochi,Cochino Pequeno,Honduras,15.95,-86.5,,,,269,1874,,,[details],[edit]
SSC-coco,Coco Solo,Panama,9.37,-79.88,,,208.0,266,"1530, 169, 2202",3511,2871,[details],[edit]
SSC-cocoa,Cocoa Beach,United States,28.37,-80.6,,,,754,,,,[details],[edit]
SSC-coff,Coff's Harbour,Australia,-30.35,153.03,,,,,"799, 865, 878",,,[details],[edit]
SSC-cois,Corn Island,Nicaragua,12.33,-83.07,cois,,,,,,,[details],[edit]
SSC-colo,Colombo,Sri Lanka,6.95,79.85,"colb, colo","colb, colo",33.0,115,"1755, 2194, 388, 718",3582,1994,[details],[edit]
SSC-color,Colonia,Uruguay,-34.48,-57.85,,,,,433,,,[details],[edit]
SSC-comm,Commonwealth Bay,Antarctica,-67.0,142.65,,,,,2070,3432,"3430, 3431",[details],[edit]
SSC-como,Comores,Comoros,-11.7,43.25,como,como,,,,,,[details],[edit]
SSC-comoq,Comodoro Rivadavia,Argentina,-45.87,-67.48,,,,,181,,,[details],[edit]
SSC-comor,Comox,Canada,49.67,-124.92,,,,,630,,,[details],[edit]
SSC-cona,Conakry,Guinea,9.52,-13.72,,,255.0,,1477,,2881,[details],[edit]
SSC-conc,Concarneau,France,47.87,-3.91,"conc, conc2",conc,,,1301,3189,1751,[details],[edit]
SSC-const,Constitucion,Chile,-35.36,-72.46,"cons2, const",cons,,,,,,[details],[edit]
SSC-cook,Cooktown,Australia,-15.47,145.25,,,,,"1130, 1131",,,[details],[edit]
SSC-copp,Coppermine,Canada,67.88,-115.25,,,,,1340,,,[details],[edit]
SSC-coqu,Coquimbo,Chile,-29.95,-71.34,"coqu, coqu2",coqu,,,977,,,[details],[edit]
SSC-cora,Coral Harbour,Canada,64.13,-83.17,,,,,1312,,,[details],[edit]
SSC-cord,Cordova,United States,60.56,-145.75,"cord, cord2",cord,,583,566,2672,2671,[details],[edit]
SSC-cordg,Cordoba,Argentina,-31.53,-64.47,,,,,,658,,[details],[edit]
SSC-corf,Corfu (Kerkyra),Greece,39.63,19.91,,,,,1933,2582,2581,[details],[edit]
SSC-cori,Corinto,Nicaragua,12.28,-87.12,cori,cori,,679,,,,[details],[edit]
SSC-corie,Corinth,Greece,37.95,22.94,corn,corn,,,,,,[details],[edit]
SSC-corr,Corral,Chile,-39.89,-73.43,"corr, corr2",corr,,,1057,2654,2653,[details],[edit]
SSC-coru,La Coruña,Spain,43.37,-8.4,"cor2, coru",,243.0,830,"1808, 484, 763",618,"2195, 2399, 2400",[details],[edit]
SSC-coti,La Cotinière,France,45.91,-1.33,,,,,,,3496,[details],[edit]
SSC-cove,Coveñas,Colombia,9.41,-76.21,cove,cove,,,,,,[details],[edit]
SSC-coxs,Cox's Bazaar,Bangladesh,21.45,91.83,,,,136,1476,,,[details],[edit]
SSC-coyq,Coyhaique,Chile,-45.51,-71.89,,,,,,2488,,[details],[edit]
SSC-cpit,Castlepoint,New Zealand,-40.9,176.23,cpit,cpit,,,,,,[details],[edit]
SSC-cpjf,Cape Jaffa,Australia,-36.95,139.67,,,,,"1520, 1521",,,[details],[edit]
SSC-cpla,Calcasieu Pass,United States,29.77,-93.34,"cpla, cpla2",cpla,,,,,,[details],[edit]
SSC-cplb,Cape Lambert,Australia,-20.59,117.19,,,,,"1328, 1334",,,[details],[edit]
SSC-crao,Simeiz,Ukraine,44.41,33.99,,,,,,2416,,[details],[edit]
SSC-cres,Crescent City,United States,41.75,-124.18,"cres, cres2",cres,,556,378,"2711, 3036",2693,[details],[edit]
SSC-crnl,Coronel,Chile,-37.03,-73.15,"crnl, crnl2",crnl,,,,,,[details],[edit]
SSC-crom,Cromer,United Kingdom,52.93,1.3,crom,,,,1632,3245,3244,[details],[edit]
SSC-croz,Crozet Island,France,-46.43,51.87,,,21.0,178,1873,3452,1752,[details],[edit]
SSC-crtn,Crotone,Italy,39.08,17.14,CR08,,,,2077,3057,3056,[details],[edit]
SSC-csno,Csu Northridge,United States,34.25,-118.52,,,,,,3350,,[details],[edit]
SSC-csta,Constanta,Romania,44.16,28.6,csta,,,,379,3378,3377,[details],[edit]
SSC-cstr,Castro,Chile,-42.48,-73.76,"cstr, cstr2",cstr,,,,,,[details],[edit]
SSC-cucu,Cucuta,Colombia,7.9,-72.49,,,,,,3070,,[details],[edit]
SSC-cuib,Cuiaba,Brazil,-15.56,-56.07,,,,,,3076,,[details],[edit]
SSC-cule,Culebra Island,United States,18.3,-65.3,"cule, cule2",cule,,219,2120,3015,3014,[details],[edit]
SSC-cuma,Cumana,Venezuela,10.47,-64.2,,,,,570,2044,2728,[details],[edit]
SSC-curri,Currimao,Philippines,18.02,120.48,curri,curi,,654,2173,,,[details],[edit]
SSC-curt,Curitiba,Brazil,-25.45,-49.23,,,,,,"3079, 3080",,[details],[edit]
SSC-cuvie,Cape Cuvier Wharf,Australia,-24.22,113.4,cuvie,capc,,,,,,[details],[edit]
SSC-cuxh,Cuxhaven,Germany,53.87,8.72,cuxh,,284.0,825,"222, 7",2509,2510,[details],[edit]
SSC-cwfl,Clearwater Beach,United States,27.98,-82.83,"cwfl, cwfl2",cwfl,,773,1638,,,[details],[edit]
SSC-cwme,Cutler Farris Wharf,United States,44.66,-67.21,"cnme, cwme, cwme2",cwme,,,"1081, 1524",,,[details],[edit]
SSC-dacp,DART_Acapulco,United States,10.84,-100.09,,dacp,,,,,,[details],[edit]
SSC-dadk,DART_Adak,United States,48.86,-175.6,,dadk,,,,,,[details],[edit]
SSC-daec,Daecheongdo,South Korea,37.83,124.72,,,,,2045,,,[details],[edit]
SSC-daeh,Daeheug San Do,South Korea,34.68,125.44,,,,,1489,3120,3119,[details],[edit]
SSC-daej,Daejeon,North Korea,36.4,127.37,,,,,,660,,[details],[edit]
SSC-daes,Daesan,South Korea,37.01,126.35,,,,,2039,,,[details],[edit]
SSC-dage,Dagebull,Germany,54.73,8.73,,,,,1046,2524,2525,[details],[edit]
SSC-dakar,Dakar,Senegal,14.68,-17.42,dakar,daka,253.0,223,"1726, 1816, 1994, 1995, 1996, 476, 932","2734, 661","2202, 2782",[details],[edit]
SSC-dalh,Dalhousie,Canada,48.07,-66.38,,,,,1358,,,[details],[edit]
SSC-dall,Dallmann,Argentina,-62.23,-58.68,,,,682,1984,,,[details],[edit]
SSC-dalr,Dalrymple Bay,Australia,-21.85,149.3,,,,,1787,,,[details],[edit]
SSC-damp,Dampier,Australia,-20.63,116.7,,,,,"1180, 1181",,,[details],[edit]
SSC-dana,Danang,Vietnam,16.1,108.22,,,,,1475,,,[details],[edit]
SSC-danc,DART_Anchorage,United States,57.63,-143.8,,danc,,,,,,[details],[edit]
SSC-dand,DART_Bengal,India,14.43,89.33,,dand,,,,,,[details],[edit]
SSC-dapi,DART_Apia,United States,-9.5,-176.25,,dapi,,,,,,[details],[edit]
SSC-dara,DART_Arabian_Sea,India,20.2,67.33,,"dar2, dara",,,,,,[details],[edit]
SSC-dare,Dar Es Salaam,Tanzania,-6.82,39.28,,,,102,1694,,,[details],[edit]
SSC-dart,DART_Thailand,Thailand,9.54,96.67,,dtai,,,,,,[details],[edit]
SSC-daru,Daru,Papua New Guinea,-9.05,143.2,,,272.0,,,,2887,[details],[edit]
SSC-darw,Darwin,Australia,-12.47,130.85,darw,darw,62.0,168,935,2930,2818,[details],[edit]
SSC-darwg,Darwin Au014,Australia,-12.84,131.13,,,,,,662,,[details],[edit]
SSC-datl,DART_Charleston,United States,32.93,-72.47,,datl,,,,,,[details],[edit]
SSC-datu,DART_Attu,United States,50.17,171.84,,datu,,,,,,[details],[edit]
SSC-daug,Daugavgriva,Latvia,57.05,24.03,,,,,37,,,[details],[edit]
SSC-davi,Davis,Australia,-68.45,77.97,,,277.0,173,1847,663,2299,[details],[edit]
SSC-davo,Davao,Philippines,7.08,125.63,davo,davo,71.0,372,537,3504,2824,[details],[edit]
SSC-dawr,Awra,Ethiopia,12.07,40.07,,,,,,3333,,[details],[edit]
SSC-dayt,Daytona Beach,United States,29.23,-81.0,,,,,"1433, 270",,,[details],[edit]
SSC-dayth,Daytona Beach Shores,United States,29.15,-80.96,,,,,1182,,,[details],[edit]
SSC-dbal,DART_Bali_53046,Indonesia,-11.45,113.61,,dbal,,,,,,[details],[edit]
SSC-dbmu,DART_Bermuda,United States,37.56,-50.0,,dbmu,,,,,,[details],[edit]
SSC-dcal,DART_San_Francisco,United States,39.34,-127.01,,dcal,,,,,,[details],[edit]
SSC-dcar,DART_Caribbean,United States,15.26,-68.24,,dcar,,,,,,[details],[edit]
SSC-dchi,DART_Arica,United States,-19.29,-74.73,,dchi,,,,,,[details],[edit]
SSC-dchu,DART_Chuginadak,United States,49.63,-169.87,,dchu,,,,,,[details],[edit]
SSC-dcld,DART_Caldera_Chile,Chile,-26.74,-73.98,,dcld,,,,,,[details],[edit]
SSC-dcnc,DART4G_Concepcion,Chile,-35.77,-75.25,,dch3,,,,,,[details],[edit]
SSC-dcol,DART_Colombia,Colombia,2.99,-79.07,,dcol,,,,,,[details],[edit]
SSC-dcor,DART_Coral_Sea,United States,-15.8,158.5,,dcor,,,,,,[details],[edit]
SSC-dcrs,DART_Coral_Sea_2,United States,-14.8,153.59,,dcr2,,,,,,[details],[edit]
SSC-dede,Delaware City,United States,39.58,-75.59,,dede,,,,,,[details],[edit]
SSC-deka,Dekastri,Russia,51.47,140.77,,,,,1378,,,[details],[edit]
SSC-deke,Dekehtik,Micronesia,6.98,158.2,deke,deke,115.0,1,"1261, 1370, 1925",817,"2132, 2787",[details],[edit]
SSC-delf,Delfzijl,Netherlands,53.33,6.93,delf,,,,24,,,[details],[edit]
SSC-denh,Den Helder,Netherlands,52.96,4.75,denh,,,,23,,,[details],[edit]
SSC-denhk,Denham,Australia,-25.93,113.53,,,,,1500,,,[details],[edit]
SSC-denis,Denis Island,Seychelles,-3.8,55.67,denis,deni,,,,,,[details],[edit]
SSC-depo,Depoe Bay,United States,44.81,-124.06,,,,,1541,,,[details],[edit]
SSC-derb,Derby,Australia,-17.28,123.6,,,,,"1562, 1564",,,[details],[edit]
SSC-desc,Deschaillons,Canada,46.57,-72.1,,,,,201,,,[details],[edit]
SSC-dese,Puerto Deseado,Argentina,-47.75,-65.91,dese,dese,190.0,286,185,"2050, 3567, 946",2562,[details],[edit]
SSC-desea,Puerto Princesa,Philippines,9.75,118.73,,,,380,207,,,[details],[edit]
SSC-desh,Deshaies,France,16.31,-61.8,desh,desh,,,,,,[details],[edit]
SSC-desi,La Desirade Island,France,16.3,-61.07,desi,desi,,,,3098,3097,[details],[edit]
SSC-deve,Deversoir,Egypt,30.42,32.35,,,,,423,,,[details],[edit]
SSC-devo,Devonport,Australia,-41.18,146.36,,,,,"1118, 1123",,,[details],[edit]
SSC-dfij,DART_Fiji_Basin,United States,-26.07,176.0,,dfij,,,,,,[details],[edit]
SSC-dgal,DART_Galapagos,United States,-7.4,-93.5,,dgal,,,,,,[details],[edit]
SSC-dgmx,DART_Gulf_Mexico,Mexico,27.4,-85.67,,dgmx,,,,,,[details],[edit]
SSC-dgul,DART_New_Orleans,United States,26.66,-85.79,,dgul,,,,,,[details],[edit]
SSC-dgum,DART_Guam,United States,12.88,132.33,,dgum,,,,,,[details],[edit]
SSC-dhaw,DART_Hawaii,United States,19.65,-156.52,,dhaw,,,,,,[details],[edit]
SSC-dhon,DART_Honiara,United States,-5.33,165.08,,dhon,,,,,,[details],[edit]
SSC-dial,Dauphin Island,United States,30.2,-88.1,"dial, dial2",dial,,763,1156,"2971, 2972, 745",2113,[details],[edit]
SSC-diam,Diamond Harbour,India,22.2,88.17,,,,,543,,,[details],[edit]
SSC-diba,Diba,Oman,25.65,56.27,diba,diba,,,,,,[details],[edit]
SSC-dieg,Diego Ramirez,Chile,-56.3,-68.43,,,180.0,599,1785,,,[details],[edit]
SSC-diel,Dielette,France,49.55,-1.86,"diel, diel2",,,,,,,[details],[edit]
SSC-diep,Dieppe,France,49.93,1.09,"diep, diep2",diep,,,474,"3184, 3188, 3534",1904,[details],[edit]
SSC-digb,Digby,Canada,44.63,-65.75,,,,,1230,,,[details],[edit]
SSC-diks,Dikson,Russia,73.37,80.65,,,312.0,,611,,2898,[details],[edit]
SSC-dind,DART_Indonesia,United States,0.05,91.9,,dind,,,,,,[details],[edit]
SSC-disc,Discovery Bay,Jamaica,18.43,-77.42,,,,,2002,,,[details],[edit]
SSC-diwa,DART_Iwate,Japan,40.4,146.2,,diwa,,,,,,[details],[edit]
SSC-diwt,DART_Iwate2,Japan,39.3,145.75,,diw2,,,,,,[details],[edit]
SSC-djib,Djibouti,Djibouti,11.6,43.17,djib,bout,2.0,119,"1291, 2225",,1995,[details],[edit]
SSC-djou,Djougou,Benin,9.69,1.66,,,,,,2568,,[details],[edit]
SSC-djve,DART_JAVA_E,United States,-15.02,117.99,,djve,,,,,,[details],[edit]
SSC-djvw,DART_JAVA_W,United States,-13.96,110.0,,djvw,,,,,,[details],[edit]
SSC-dkam,DART_Kamchatka,United States,48.04,163.49,,dkam,,,,,,[details],[edit]
SSC-dkod,DART_Kodiak,United States,55.3,-148.5,,dkod,,,,,,[details],[edit]
SSC-dksg,Doecker Smith Gletscher,Greenland,76.35,-61.68,,,,,,2465,,[details],[edit]
SSC-dkur,DART_Kuril_Is,United States,44.47,155.74,,dkur,,,,,,[details],[edit]
SSC-dkwa,DART_Kwajalein,United States,11.74,154.22,,dkwa,,,,,,[details],[edit]
SSC-dlos,DART_San_Diego,United States,32.25,-120.7,,dlos,,,,,,[details],[edit]
SSC-dlpr,Deal Pier,United Kingdom,51.22,1.41,dlpr,,,,,,,[details],[edit]
SSC-dmar,DART_Marquesas,United States,-8.49,-125.01,,dmar,,,,,,[details],[edit]
SSC-dmiy,DART_Miyagi_Japan,Japan,38.82,145.6,,dmiy,,,,,,[details],[edit]
SSC-dmnz,DART_Manzanillo,United States,16.03,-107.0,,dmnz,,,,,,[details],[edit]
SSC-dmon,DART_Montauk,United States,39.49,-70.59,,dmon,,,,,,[details],[edit]
SSC-dnew,DART_Auckland,United States,-33.01,-172.99,,dnew,,,,,,[details],[edit]
SSC-dnic,DART_Nicobar,United States,8.91,88.54,,"dni2, dni3, dni4, dnic",,,,,,[details],[edit]
SSC-dnpt,DART4G_Newport,United States,44.8,-125.69,,"dnp1, dnp2",,,,,,[details],[edit]
SSC-dnrc,Dover,United States,39.16,-75.52,,,,,,916,,[details],[edit]
SSC-dnwp,DART_NW_PAC,United States,48.94,178.27,,dnwp,,,,,,[details],[edit]
SSC-doha,Doha,Qatar,25.3,51.52,,,,,1286,,,[details],[edit]
SSC-dong,Dongfang,China,19.1,108.62,,,,637,1407,,,[details],[edit]
SSC-dorg,DART_Coos_Bay,United States,42.6,-128.9,,dorg,,,,,,[details],[edit]
SSC-doug,Douglas,Isle of Man,54.15,-4.47,,,,,435,,,[details],[edit]
SSC-dove,Dover,United Kingdom,51.11,1.32,dove,,,,255,2013,2385,[details],[edit]
SSC-dpan,DART_Panama,United States,4.92,-90.69,,dpan,,,,,,[details],[edit]
SSC-dper,DART_Lima,United States,-17.98,-86.39,,dper,,,,,,[details],[edit]
SSC-dphi,DART_Manila,Philippines,20.94,132.31,,dphi,,,,,,[details],[edit]
SSC-dpnc,Duck Pier,United States,36.18,-75.75,"dpnc, dpnc2",dpnc,219.0,260,1636,"1884, 1885, 668",2154,[details],[edit]
SSC-dpor,DART_Astoria,United States,45.86,-128.78,,dpor,,,,,,[details],[edit]
SSC-drag,Draghallan,Sweden,62.37,17.53,,,,,"1211, 122",3427,"3425, 3426",[details],[edit]
SSC-dragg,Metzoki Dragot,Iceland,31.59,35.39,,,,,,2417,,[details],[edit]
SSC-dram,Diego,Chile,-56.5,-68.72,,dram,,,,,,[details],[edit]
SSC-drao,Dominion Radio Astrophysical Observatory,Canada,49.32,-119.63,,,,,,665,,[details],[edit]
SSC-dreg,Dreger Harbour,Papua New Guinea,-6.65,147.88,,,,,517,,,[details],[edit]
SSC-drus,DART_Hokkaido_Is,United States,42.62,152.56,,drus,,,,,,[details],[edit]
SSC-dsai,DART_Saipan,United States,19.29,155.77,,dsai,,,,,,[details],[edit]
SSC-dsea,DART_Seattle,United States,48.76,-129.62,,dsea,,,,,,[details],[edit]
SSC-dsen,DART_Sendai,United States,38.71,148.67,,dsen,,,,,,[details],[edit]
SSC-dshu,DART_Shumagin,United States,52.65,-156.94,,dshu,,,,,,[details],[edit]
SSC-dsim,DART_Simushir_Is,India,46.49,158.39,,dsim,,,,,,[details],[edit]
SSC-dsnj,DART_San_Juan,United States,23.4,-63.9,,dat3,,,,,,[details],[edit]
SSC-dstl,DART_Miami,United States,23.46,-67.29,,dstl,,,,,,[details],[edit]
SSC-dtas,DART_Tasman_Sea,United States,-46.92,160.56,,"dta2, dta3, dtas",,,,,,[details],[edit]
SSC-dtok,DART_Tokyo,United States,30.55,152.12,,dtok,,,,,,[details],[edit]
SSC-dton,DART_Tonga,United States,-22.99,-168.1,,dton,,,,,,[details],[edit]
SSC-dtru,DART_Truk,United States,4.03,145.6,,dtru,,,,,,[details],[edit]
SSC-dubl,"Dublat, Saugor Island",India,21.63,88.13,,,,,"417, 49",,,[details],[edit]
SSC-dubla,Dublin,Ireland,53.35,-6.22,,,,,432,2577,2578,[details],[edit]
